Date,STORAGE , ,,RESCHG , ,,OUTFLOW , ,,PPTINC , ,,
 ,AF, ,AF, ,CFS, ,INCHES, ,
01/26/2005,250888,,--,,455,,0.99,,
01/27/2005,251407,,--,,471,,1.04,,
01/28/2005,251758,,--,,362,,0.45,,
01/29/2005,251758,,--,,459,,0.53,,
01/30/2005,251758,,--,,452,,0.00,,
01/31/2005,251583,,--,,461,,0.00,,
02/01/2005,251583,,--,,462,,0.00,,
02/02/2005,251583,,--,,465,,0.00,,
02/03/2005,251758,,--,,451,,0.00,,
02/04/2005,251758,,0,,495,,0.00,,
02/05/2005,251934,,176,,--,,--,,
02/06/2005,252110,,176,,--,,--,,
02/07/2005,251934,,-176,,668,,0.18,,
02/08/2005,251583,,--,,620,,0.06,,
02/09/2005,251231,,-352,,764,,0.00,,
02/10/2005,251059,,-172,,--,,--,,
02/11/2005,250373,,-686,,887,,0.00,,
02/12/2005,249516,,--,,962,,0.24,,
02/13/2005,248829,,--,,967,,0.00,,
02/14/2005,248143,,-686,,964,,0.00,,
02/15/2005,247285,,-858,,--,,--,,
02/16/2005,247457,,172,,735,,2.03,,
02/17/2005,247285,,-172,,945,,0.31,,
02/18/2005,246771,,-514,,953,,0.16,,
02/19/2005,246085,,-686,,938,,0.36,,
02/20/2005,245741,,-344,,941,,1.35,,
02/21/2005,245227,,--,,944,,0.37,,
02/22/2005,244712,,-515,,949,,0.69,,
02/23/2005,243854,,-858,,957,,0.00,,
02/24/2005,243168,,-686,,960,,0.00,,
02/25/2005,242482,,-686,,943,,0.10,,
02/26/2005,241796,,-686,,968,,0.05,,
02/27/2005,240938,,-858,,964,,0.00,,
02/28/2005,240423,,-515,,884,,1.06,,
03/01/2005,239737,,-686,,965,,0.00,,
03/02/2005,238879,,--,,968,,0.39,,
03/03/2005,238365,,--,,975,,0.02,,
03/04/2005,237507,,-858,,972,,0.00,,
03/05/2005,236649,,-858,,--,,--,,
03/06/2005,235963,,-686,,--,,--,,
03/07/2005,235105,,-858,,964,,0.00,,
03/08/2005,234591,,-514,,954,,0.00,,
03/09/2005,234076,,-515,,964,,0.00,,
03/10/2005,233909,,--,,966,,0.00,,
03/11/2005,234076,,--,,965,,0.00,,
03/12/2005,234248,,--,,970,,0.00,,
03/13/2005,234591,,--,,968,,0.00,,
03/14/2005,234934,,--,,965,,0.00,,
03/15/2005,234934,,--,,1017,,0.00,,
03/16/2005,234419,,-515,,990,,0.00,,
03/17/2005,233742,,-677,,988,,0.00,,
03/18/2005,233074,,--,,988,,0.00,,
03/19/2005,232573,,--,,980,,0.62,,
03/20/2005,232740,,--,,982,,2.45,,
03/21/2005,232406,,-334,,984,,1.08,,
03/22/2005,232238,,-168,,988,,2.13,,
03/23/2005,232573,,335,,990,,2.26,,
03/24/2005,232406,,-167,,963,,0.61,,
03/25/2005,231904,,-502,,975,,0.00,,
03/26/2005,231236,,-668,,975,,0.00,,
03/27/2005,230563,,-673,,978,,0.00,,
03/28/2005,230563,,0,,980,,1.18,,
03/29/2005,230067,,--,,992,,0.27,,
03/30/2005,229566,,--,,982,,0.36,,
03/31/2005,228897,,-669,,982,,0.00,,
04/01/2005,228563,,-334,,983,,0.00,,
04/02/2005,228062,,--,,989,,0.00,,
04/03/2005,227728,,--,,949,,0.00,,
04/04/2005,227227,,--,,987,,0.64,,
04/05/2005,226726,,--,,989,,0.00,,
04/06/2005,226392,,--,,990,,0.00,,
04/07/2005,226559,,--,,1025,,0.00,,
04/08/2005,226559,,--,,988,,0.23,,
04/09/2005,226559,,--,,987,,1.03,,
04/10/2005,226058,,--,,985,,0.00,,
04/11/2005,225891,,--,,942,,0.00,,
04/12/2005,225724,,--,,985,,0.00,,
04/13/2005,225724,,--,,1022,,0.00,,
04/14/2005,225724,,--,,986,,0.01,,
04/15/2005,225389,,--,,977,,0.00,,
04/16/2005,225556,,--,,979,,0.00,,
04/17/2005,226225,,--,,1015,,0.00,,
04/18/2005,227227,,--,,978,,0.00,,
04/19/2005,227895,,--,,974,,0.00,,
04/20/2005,228062,,--,,973,,0.05,,
04/21/2005,227895,,--,,976,,0.00,,
04/22/2005,227895,,0,,977,,0.00,,
04/23/2005,227227,,-668,,973,,0.03,,
04/24/2005,226726,,-501,,901,,0.00,,
04/25/2005,227060,,334,,375,,0.01,,
04/26/2005,226559,,-501,,989,,0.00,,
04/27/2005,226225,,-334,,--,,--,,
04/28/2005,226392,,167,,989,,0.78,,
04/29/2005,225891,,-501,,990,,0.22,,
04/30/2005,225556,,-335,,988,,0.00,,
05/01/2005,225891,,335,,989,,0.06,,
05/02/2005,225891,,--,,989,,0.00,,
05/03/2005,226225,,--,,988,,0.00,,
05/04/2005,226893,,--,,988,,0.00,,
05/05/2005,227728,,--,,990,,0.39,,
05/06/2005,229065,,--,,1021,,0.74,,
05/07/2005,228730,,--,,988,,0.00,,
05/08/2005,228396,,--,,971,,0.00,,
05/09/2005,231069,,--,,769,,2.62,,
05/10/2005,231737,,--,,991,,0.31,,
05/11/2005,231236,,--,,990,,0.00,,
05/12/2005,230735,,--,,990,,0.00,,
05/13/2005,230735,,--,,989,,0.00,,
05/14/2005,231904,,--,,904,,0.00,,
05/15/2005,234591,,--,,470,,0.00,,
05/16/2005,240595,,--,,472,,1.85,,
05/17/2005,248315,,--,,591,,0.43,,
05/18/2005,249001,,686,,1571,,0.16,,
05/19/2005,249687,,686,,--,,--,,
05/20/2005,250205,,518,,--,,--,,
05/21/2005,250716,,511,,--,,--,,
05/22/2005,250030,,-686,,3598,,0.00,,
05/23/2005,249516,,-514,,3947,,0.00,,
05/24/2005,249344,,-172,,3801,,0.00,,
05/25/2005,249334,,-10,,3482,,0.00,,
05/26/2005,250545,,1211,,3298,,0.00,,
05/27/2005,252989,,2444,,2741,,0.00,,
05/28/2005,255890,e,2901,,2381,,0.00,,
05/29/2005,258790,,2900,,2391,,0.00,,
05/30/2005,259142,,352,,2396,,0.00,,
05/31/2005,260197,,--,,2122,,0.00,,
06/01/2005,262306,,--,,1867,,0.00,,
06/02/2005,264416,,2110,,1886,,0.00,,
06/03/2005,265998,,1582,,1782,,0.00,,
06/04/2005,267229,,1231,,1663,,0.00,,
06/05/2005,268459,,1230,,1672,,0.00,,
06/06/2005,269355,,896,,1684,,0.00,,
06/07/2005,269174,,--,,1675,,0.00,,
06/08/2005,268459,,--,,1656,,0.00,,
06/09/2005,268459,,0,,1479,,0.07,,
06/10/2005,269174,,715,,1303,,0.46,,
06/11/2005,270262,,1088,,1309,,0.02,,
06/12/2005,271531,,1269,,1317,,0.00,,
06/13/2005,272257,,726,,1593,,0.00,,
06/14/2005,273345,,--,,1882,,0.00,,
06/15/2005,274070,,725,,2261,,0.00,,
06/16/2005,273345,e,-725,,--,,--,,
06/17/2005,272620,,-725,,2875,,0.19,,
06/18/2005,272075,,-545,,2247,,0.09,,
06/19/2005,270895,,-1180,,--,,--,,
06/20/2005,269718,,-1177,,1595,,0.00,,
06/21/2005,270806,,--,,1227,,0.00,,
06/22/2005,272438,,--,,1093,,0.00,,
06/23/2005,273345,,907,,1353,,0.00,,
06/24/2005,273889,,544,,--,,--,,
06/25/2005,273526,,-363,,--,,--,,
06/26/2005,273164,,-362,,--,,--,,
06/27/2005,273164,,--,,1631,,0.00,,
06/28/2005,273889,,--,,1386,,0.00,,
06/29/2005,273526,,--,,1528,,0.00,,
06/30/2005,273889,,--,,1609,,0.00,,
07/01/2005,274252,,--,,1646,,0.00,,
07/02/2005,273889,,--,,1938,,0.00,,
07/03/2005,273526,,--,,1924,,0.00,,
07/04/2005,273345,,--,,1635,,0.00,,
07/05/2005,273708,,--,,1281,,0.00,,
07/06/2005,273889,,--,,1183,,0.00,,
07/07/2005,274070,,--,,1372,,0.00,,
07/08/2005,273889,,--,,1467,,0.00,,
07/09/2005,273526,,--,,1176,,0.00,,
07/10/2005,273526,,--,,1154,,0.00,,
07/11/2005,273708,,--,,987,,0.00,,
07/12/2005,273526,,--,,952,,0.00,,
07/13/2005,273526,,--,,924,,0.00,,
07/14/2005,273345,,--,,925,,0.00,,
07/15/2005,272801,,--,,917,,0.00,,
07/16/2005,272438,,--,,909,,0.00,,
07/17/2005,272257,,--,,887,,0.00,,
07/18/2005,271894,,--,,867,,0.00,,
07/19/2005,271531,,--,,867,,0.00,,
07/20/2005,270987,,--,,864,,0.00,,
07/21/2005,270443,,--,,838,,0.00,,
07/22/2005,269718,,--,,834,,0.00,,
07/23/2005,268992,,--,,837,,0.00,,
07/24/2005,268284,,--,,801,,0.00,,
07/25/2005,267580,,--,,801,,0.00,,
07/26/2005,266701,,--,,817,,0.00,,
07/27/2005,265647,,--,,829,,0.00,,
07/28/2005,264240,,-1407,,805,,0.00,,
07/29/2005,262834,,-1406,,799,,0.00,,
07/30/2005,261252,,-1582,,803,,0.00,,
07/31/2005,260197,,-1055,,586,,0.00,,
08/01/2005,260373,,176,,193,,0.00,,
08/02/2005,260021,,--,,174,,0.00,,
08/03/2005,259845,,--,,165,,0.00,,
08/04/2005,259669,,--,,157,,0.00,,
08/05/2005,259318,,--,,154,,0.00,,
08/06/2005,259142,,--,,166,,0.00,,
08/07/2005,258790,,--,,173,,0.00,,
08/08/2005,258966,,176,,176,,0.00,,
08/09/2005,258610,e,-356,,--,,--,,
08/10/2005,258263,,-347,,175,,0.00,,
08/11/2005,257910,e,-353,,--,,--,,
08/12/2005,257560,,-350,,163,,0.00,,
08/13/2005,257384,,--,,185,,0.00,,
08/14/2005,257032,,--,,175,,0.00,,
08/15/2005,257208,,176,,177,,0.00,,
08/16/2005,256857,,-351,,--,,--,,
08/17/2005,256505,,-352,,--,,--,,
08/18/2005,256329,,-176,,172,,0.00,,
08/19/2005,255802,,-527,,173,,0.00,,
08/20/2005,255450,,-352,,--,,--,,
08/21/2005,255099,,-351,,167,,0.00,,
08/22/2005,254747,,-352,,157,,0.00,,
08/23/2005,254747,,0,,18,,0.00,,
08/24/2005,254747,,0,,18,,0.00,,
08/25/2005,254747,,0,,16,,0.00,,
08/26/2005,254705,,-42,,--,,--,,
08/27/2005,254660,e,-45,,--,,--,,
08/28/2005,254615,e,-45,,--,,--,,
08/29/2005,254571,e,-44,,16,,0.00,,
08/30/2005,254571,,0,,15,,0.00,,
08/31/2005,254395,,--,,16,,0.00,,
09/01/2005,254395,,0,,16,,0.00,,
09/02/2005,254308,e,-87,,--,,--,,
09/03/2005,254220,,-88,,--,,--,,
09/04/2005,254220,,0,,--,,--,,
09/05/2005,254044,,-176,,14,,0.00,,
09/06/2005,254044,,--,,14,,0.00,,
09/07/2005,254044,,--,,16,,0.00,,
09/08/2005,253868,,--,,16,,0.00,,
09/09/2005,253868,,--,,18,,0.00,,
09/10/2005,253868,,--,,17,,0.00,,
09/11/2005,253692,,--,,15,,0.00,,
09/12/2005,253692,,--,,15,,0.00,,
09/13/2005,253341,,--,,123,,0.00,,
09/14/2005,252813,,--,,281,,0.00,,
09/15/2005,252110,,--,,279,,0.00,,
09/16/2005,251407,,--,,280,,0.00,,
09/17/2005,250888,,--,,240,,0.00,,
09/18/2005,250716,,--,,225,,0.00,,
09/19/2005,250202,,--,,227,,0.00,,
09/20/2005,249516,,-686,,278,,0.00,,
09/21/2005,249172,,-344,,296,,0.00,,
09/22/2005,248570,e,-602,,--,,--,,
09/23/2005,247972,,-598,,277,,0.00,,
09/24/2005,247457,,--,,244,,0.00,,
09/25/2005,247114,,--,,135,,0.00,,
09/26/2005,246942,,--,,115,,0.00,,
09/27/2005,246256,,--,,288,,0.08,,
09/28/2005,245741,,-515,,284,,0.00,,
09/29/2005,245227,,-514,,286,,0.00,,
09/30/2005,244541,,--,,284,,0.00,,
10/01/2005,244026,,--,,269,,0.00,,
10/02/2005,243511,,--,,170,,0.00,,
10/03/2005,243340,,-171,,96,,0.00,,
10/04/2005,242825,,-515,,--,,--,,
10/05/2005,242310,,-515,,267,,0.00,,
10/06/2005,241796,,--,,264,,0.00,,
10/07/2005,241110,,--,,262,,0.00,,
10/08/2005,240766,,--,,206,,0.00,,
10/09/2005,240595,,--,,15,,0.00,,
10/10/2005,240423,,--,,88,,0.00,,
10/11/2005,239909,,--,,266,,0.00,,
10/12/2005,239223,,--,,264,,0.00,,
10/13/2005,238879,,--,,295,,0.00,,
10/14/2005,238193,,-686,,297,,0.00,,
10/15/2005,237850,,-343,,204,,0.00,,
10/16/2005,237679,,-171,,6,,0.03,,
10/17/2005,237507,,-172,,69,,0.00,,
10/18/2005,237164,r,-343,,242,,0.00,,
10/19/2005,236649,,-515,,239,,0.00,,
10/20/2005,236135,,--,,241,,0.00,,
10/21/2005,235448,,-687,,249,,0.00,,
10/22/2005,235105,,-343,,--,,--,,
10/23/2005,235105,,0,,--,,--,,
10/24/2005,235105,,0,,14,,0.00,,
10/25/2005,234591,,--,,242,,0.51,,
10/26/2005,234076,,--,,244,,0.00,,
10/27/2005,233575,,--,,230,,0.62,,
10/28/2005,233575,,--,,241,,0.00,,
10/29/2005,233241,,--,,141,,0.01,,
10/30/2005,233241,,--,,14,,0.00,,
10/31/2005,233074,,--,,71,,0.00,,
11/01/2005,232740,,--,,225,,0.00,,
11/02/2005,232406,,--,,109,,0.00,,
11/03/2005,232238,,--,,109,,0.00,,
11/04/2005,232071,,--,,108,,0.01,,
11/05/2005,231904,,--,,97,,0.00,,
11/06/2005,231737,,--,,13,,0.00,,
11/07/2005,231737,,--,,14,,0.00,,
11/08/2005,231904,,--,,99,,0.21,,
11/09/2005,231904,,--,,99,,0.06,,
11/10/2005,232071,,--,,126,,0.00,,
11/11/2005,231904,,--,,98,,0.01,,
11/12/2005,231904,,--,,98,,0.00,,
11/13/2005,231904,,--,,8,,0.00,,
11/14/2005,231904,,--,,19,,0.00,,
11/15/2005,231737,,--,,101,,0.00,,
11/16/2005,231570,,--,,106,,0.00,,
11/17/2005,231403,,--,,126,,0.00,,
11/18/2005,231069,,--,,114,,0.00,,
11/19/2005,230902,,--,,105,,0.00,,
11/20/2005,230563,,--,,144,,0.00,,
11/21/2005,230563,,--,,31,,0.00,,
11/22/2005,230401,,--,,110,,0.00,,
11/23/2005,230067,,--,,109,,0.00,,
11/24/2005,230067,,--,,98,,0.00,,
11/25/2005,230067,,0,,15,,0.08,,
11/26/2005,230234,,167,,--,,--,,
11/27/2005,230234,,0,,--,,--,,
11/28/2005,230234,,0,,16,,0.00,,
11/29/2005,230234,,0,,104,,1.27,,
11/30/2005,231403,,--,,101,,0.74,,
12/01/2005,231904,,--,,100,,0.26,,
12/02/2005,237335,,--,,33,,5.56,,
12/03/2005,239051,,--,,112,,0.00,,
12/04/2005,240252,,--,,42,,0.00,,
12/05/2005,241110,,--,,90,,0.00,,
12/06/2005,241624,,--,,301,,0.00,,
12/07/2005,241453,,--,,462,,0.00,,
12/08/2005,241624,,--,,458,,0.30,,
12/09/2005,241796,,172,,470,,0.00,,
12/10/2005,241796,,0,,449,,0.00,,
12/11/2005,241967,,171,,326,,0.00,,
12/12/2005,242654,,687,,115,,0.00,,
12/13/2005,243168,,514,,--,,--,,
12/14/2005,243683,,--,,44,,0.00,,
12/15/2005,244541,,--,,43,,0.00,,
12/16/2005,245055,,--,,41,,0.00,,
12/17/2005,245741,,--,,90,,0.00,,
12/18/2005,246428,,--,,27,,2.17,,
12/19/2005,248143,,--,,339,,2.63,,
12/20/2005,249001,,--,,469,,0.01,,
12/21/2005,248829,,-172,,441,,0.00,,
12/22/2005,250030,,1201,,282,,1.81,,
12/23/2005,252637,,--,,474,,0.97,,
12/24/2005,252989,,--,,694,,0.00,,
12/25/2005,251407,,--,,1168,,0.00,,
12/26/2005,249859,,-1548,,1401,,2.24,,
12/27/2005,249001,,-858,,1175,,0.00,,
12/28/2005,247285,,--,,1246,,0.71,,
12/29/2005,247628,,343,,1556,,1.51,,
12/30/2005,245741,,-1887,,1555,,0.22,,
12/31/2005,251231,,5490,,1553,,4.37,,
01/01/2006,253165,,1934,,3031,,2.01,,
01/02/2006,252286,,-879,,3534,,2.16,,
01/03/2006,250888,,--,,2271,,2.17,,
01/04/2006,250373,,--,,1731,,0.00,,
01/05/2006,250373,,--,,761,,0.00,,
01/06/2006,250888,,--,,513,,0.00,,
01/07/2006,251231,,--,,768,,0.25,,
01/08/2006,251583,,--,,507,,0.00,,
01/09/2006,251934,,351,,503,,0.00,,
01/10/2006,251934,,0,,--,,--,,
01/11/2006,251231,,--,,896,,0.00,,
01/12/2006,250716,,-515,,927,,0.08,,
01/13/2006,250030,,-686,,959,,0.00,,
01/14/2006,249344,,--,,951,,0.41,,
01/15/2006,248829,,--,,958,,1.45,,
01/16/2006,248658,,--,,709,,0.00,,
01/17/2006,247800,,--,,924,,0.00,,
01/18/2006,247285,,--,,950,,0.97,,
01/19/2006,246428,,-857,,690,,0.70,,
01/20/2006,245741,,-687,,952,,0.00,,
01/21/2006,244884,,-857,,944,,0.00,,
01/22/2006,244197,,-687,,834,,0.00,,
01/23/2006,243340,,--,,950,,0.00,,
01/24/2006,242310,,-1030,,671,,0.00,,
01/25/2006,242139,,-171,,--,,--,,
01/26/2006,241281,,--,,970,,0.00,,
01/27/2006,240252,,--,,935,,0.06,,
01/28/2006,239394,,--,,955,,0.00,,
01/29/2006,238536,,-858,,959,,0.30,,
01/30/2006,237679,,-857,,962,,0.00,,
01/31/2006,236821,,-858,,962,,0.56,,
02/01/2006,236135,,--,,958,,0.00,,
02/02/2006,235448,,--,,1432,,0.22,,
02/03/2006,235448,,--,,993,,0.09,,
02/04/2006,235277,,--,,951,,0.00,,
02/05/2006,234762,,--,,950,,0.00,,
02/06/2006,234248,,--,,854,,0.00,,
02/07/2006,233575,,--,,867,,0.00,,
02/08/2006,233408,,--,,645,,0.00,,
02/09/2006,233575,,167,,370,,0.00,,
02/10/2006,233575,,0,,599,,0.00,,
02/11/2006,233575,,0,,581,,0.00,,
02/12/2006,233909,,334,,489,,0.00,,
02/13/2006,234248,,339,,505,,0.00,,
02/14/2006,234419,,--,,569,,0.00,,
02/15/2006,234591,,--,,590,,0.00,,
02/16/2006,234419,,--,,608,,0.02,,
02/17/2006,234419,,--,,578,,0.00,,
02/18/2006,234419,,--,,546,,0.33,,
02/19/2006,234419,,--,,499,,0.10,,
02/20/2006,234419,,--,,495,,0.20,,
02/21/2006,234248,,--,,510,,0.00,,
02/22/2006,234076,,--,,565,,0.00,,
02/23/2006,233575,,--,,416,,0.00,,
02/24/2006,233408,,--,,609,,0.00,,
02/25/2006,231740,,--,,858,,0.00,,
02/26/2006,231737,,--,,860,,0.00,,
02/27/2006,231570,,--,,801,,0.80,,
02/28/2006,239909,,8339,,514,,2.59,,
03/01/2006,242825,,2916,,402,,0.14,,
03/02/2006,243340,,--,,969,,0.01,,
03/03/2006,243511,,171,,922,,1.45,,
03/04/2006,242997,,-514,,--,,--,,
03/05/2006,242482,,-515,,--,,--,,
03/06/2006,241796,,-686,,982,,0.62,,
03/07/2006,241110,,--,,978,,0.38,,
03/08/2006,240423,,--,,974,,0.28,,
03/09/2006,239737,,--,,985,,0.13,,
03/10/2006,238879,,--,,994,,0.57,,
03/11/2006,238022,,--,,1001,,0.53,,
03/12/2006,237164,,--,,1001,,0.10,,
03/13/2006,236135,,-1029,,1000,,0.07,,
03/14/2006,235448,,-687,,--,,--,,
03/15/2006,234591,,-857,,938,,0.87,,
03/16/2006,233575,,--,,1002,,0.00,,
03/17/2006,232740,,--,,1003,,0.30,,
03/18/2006,231737,,--,,1046,,0.50,,
03/19/2006,230902,,--,,984,,0.25,,
03/20/2006,230401,,--,,832,,0.00,,
03/21/2006,229399,,--,,1004,,1.09,,
03/22/2006,228396,,--,,1004,,0.00,,
03/23/2006,227394,,--,,1045,,0.00,,
03/24/2006,226726,,--,,993,,0.00,,
03/25/2006,225556,,--,,999,,0.81,,
03/26/2006,224721,,-835,,1624,,1.11,,
03/27/2006,223719,,-1002,,--,,--,,
03/28/2006,222550,,-1169,,1001,,0.51,,
03/29/2006,221380,,--,,961,,1.26,,
03/30/2006,220211,,-1169,,939,,0.05,,
03/31/2006,218874,,-1337,,986,,0.44,,
04/01/2006,217538,,--,,975,,0.66,,
04/02/2006,216232,,--,,950,,0.00,,
04/03/2006,215744,,--,,988,,1.42,,
04/04/2006,217705,,--,,1004,,1.11,,
04/05/2006,218273,,--,,974,,1.67,,
04/06/2006,217538,,--,,1969,,0.08,,
04/07/2006,216720,,--,,994,,0.00,,
04/08/2006,216069,,--,,1008,,0.61,,
04/09/2006,215093,,--,,1952,,0.00,,
04/10/2006,213953,,--,,1010,,0.29,,
04/11/2006,212977,,--,,1011,,0.63,,
04/12/2006,211535,,--,,1009,,0.41,,
04/13/2006,210698,,--,,1000,,0.00,,
04/14/2006,210210,,--,,1003,,0.00,,
04/15/2006,209885,,--,,998,,0.62,,
04/16/2006,209396,,--,,990,,0.18,,
04/17/2006,209071,,--,,1001,,1.70,,
04/18/2006,207932,,--,,979,,0.00,,
04/19/2006,206792,,--,,1001,,0.00,,
04/20/2006,206141,,--,,1005,,0.00,,
04/21/2006,205653,,-488,,1005,,0.00,,
04/22/2006,205653,,0,,1647,,0.03,,
04/23/2006,205328,,-325,,1003,,0.01,,
04/24/2006,205002,,-326,,1001,,0.29,,
04/25/2006,204839,,--,,998,,0.00,,
04/26/2006,205165,,--,,999,,0.00,,
04/27/2006,206141,,--,,1003,,0.09,,
04/28/2006,208094,,--,,1005,,0.00,,
04/29/2006,210861,,--,,1004,,0.00,,
04/30/2006,213302,,--,,1004,,0.00,,
05/01/2006,215906,,--,,1003,,0.00,,
05/02/2006,217208,,--,,1199,,0.00,,
05/03/2006,218206,,--,,1388,,0.00,,
05/04/2006,219209,,--,,1396,,0.00,,
05/05/2006,219710,,501,,1387,,0.00,,
05/06/2006,220211,,501,,--,,--,,
05/07/2006,220712,,501,,1401,,0.00,,
05/08/2006,221547,,--,,1400,,0.00,,
05/09/2006,223719,,--,,1031,,0.00,,
05/10/2006,226058,,--,,998,,0.00,,
05/11/2006,228730,,2672,,997,,0.00,,
05/12/2006,231570,,2840,,998,,0.00,,
05/13/2006,233575,,2005,,1201,,0.00,,
05/14/2006,230563,,-3012,,2320,,0.00,,
05/15/2006,228396,,-2167,,2756,,0.00,,
05/16/2006,231403,,--,,1658,,0.00,,
05/17/2006,235105,,3702,,1144,,0.00,,
05/18/2006,239909,,4804,,1188,,0.00,,
05/19/2006,244541,,--,,1235,,0.00,,
05/20/2006,247114,,--,,1595,,0.06,,
05/21/2006,248315,,--,,1973,,0.00,,
05/22/2006,249516,,--,,1993,,0.94,,
05/23/2006,250373,,--,,1569,,0.18,,
05/24/2006,251059,,--,,1103,,0.00,,
05/25/2006,251934,,--,,862,,0.00,,
05/26/2006,254571,,--,,958,,0.00,,
05/27/2006,257032,,--,,918,,0.00,,
05/28/2006,258263,,--,,888,,0.00,,
05/29/2006,258966,,703,,749,,0.00,,
05/30/2006,260021,,1055,,774,,0.00,,
05/31/2006,261076,,1055,,909,,0.00,,
06/01/2006,263185,,2109,,--,,--,,
06/02/2006,265822,,2637,,972,,0.00,,
06/03/2006,268811,,2989,,955,,0.00,,
06/04/2006,271531,,2720,,1136,,0.00,,
06/05/2006,274070,,2539,,1485,,0.00,,
06/06/2006,272801,,-1269,,2379,,0.00,,
06/07/2006,271531,,-1270,,3035,,0.00,,
06/08/2006,271350,,-181,,2643,,0.00,,
06/09/2006,271713,,363,,2062,,0.00,,
06/10/2006,272075,,362,,1849,,0.00,,
06/11/2006,271713,,-362,,1836,,0.00,,
06/12/2006,--,,--,,--,,--,,
06/13/2006,271350,,--,,1845,,0.00,,
06/14/2006,270625,,-725,,1592,,0.05,,
06/15/2006,269899,,--,,1385,,0.00,,
06/16/2006,270625,,--,,1098,,0.00,,
06/17/2006,271350,,--,,1149,,0.00,,
06/18/2006,272438,,1088,,1296,,0.00,,
06/19/2006,272801,,363,,1427,,0.00,,
06/20/2006,272620,,--,,1608,,0.00,,
06/21/2006,272257,,--,,1702,,0.00,,
06/22/2006,272257,,--,,1739,,0.00,,
06/23/2006,272075,,--,,1742,,0.00,,
06/24/2006,271894,,--,,1739,,0.00,,
06/25/2006,271350,,--,,1739,,0.00,,
06/26/2006,271713,,--,,1545,,0.00,,
06/27/2006,272620,,--,,1264,,0.00,,
06/28/2006,272801,,--,,1265,,0.08,,
06/29/2006,272982,,--,,1115,,0.00,,
06/30/2006,272982,,0,,1351,,0.00,,
07/01/2006,272982,,0,,1272,,0.00,,
07/02/2006,273164,,--,,1228,,0.00,,
07/03/2006,273164,,--,,1166,,0.00,,
07/04/2006,273526,,--,,957,,0.00,,
07/05/2006,272982,,--,,1210,,0.00,,
07/06/2006,272982,,--,,1112,,0.00,,
07/07/2006,272982,,--,,1014,,0.00,,
07/08/2006,272801,,--,,1015,,0.00,,
07/09/2006,272620,,--,,1015,,0.00,,
07/10/2006,272257,,--,,1015,,0.00,,
07/11/2006,272257,,--,,828,,0.00,,
07/12/2006,272075,,--,,760,,0.00,,
07/13/2006,272075,,0,,1502,,0.00,,
07/14/2006,271985,e,-90,,--,,--,,
07/15/2006,271894,,-91,,--,,--,,
07/16/2006,270625,,-1269,,--,,--,,
07/17/2006,269718,,-907,,--,,--,,
07/18/2006,269174,,-544,,754,,0.00,,
07/19/2006,268992,,--,,702,,0.05,,
07/20/2006,269536,,--,,327,,0.00,,
07/21/2006,270262,,--,,271,,0.32,,
07/22/2006,271169,,907,,202,,0.00,,
07/23/2006,271894,,725,,--,,--,,
07/24/2006,272075,,181,,128,,0.00,,
07/25/2006,272075,,--,,205,,0.00,,
07/26/2006,271894,,--,,975,,0.00,,
07/27/2006,271713,,-181,,242,,0.00,,
07/28/2006,271350,,-363,,248,,0.00,,
07/29/2006,270987,,-363,,246,,0.00,,
07/30/2006,270625,r,-362,,197,,0.00,,
07/31/2006,270443,,-182,,180,,0.00,,
08/01/2006,270080,,-363,,246,,0.00,,
08/02/2006,269536,,-544,,246,,0.00,,
08/03/2006,268992,,--,,295,,0.00,,
08/04/2006,268284,,--,,374,,0.00,,
08/05/2006,267756,,--,,229,,0.00,,
08/06/2006,267580,,--,,159,,0.00,,
08/07/2006,267580,,0,,77,,0.00,,
08/08/2006,267229,r,-351,,215,,0.00,,
08/09/2006,266877,,-352,,228,,0.00,,
08/10/2006,266526,,-351,,217,,0.00,,
08/11/2006,266174,,-526,,189,,0.00,,
08/12/2006,265998,,-500,,199,,0.00,,
08/13/2006,265998,,-500,,207,,0.00,,
08/14/2006,265998,,--,,208,,0.00,,
08/15/2006,265647,,--,,203,,0.00,,
08/16/2006,265295,,--,,197,,0.00,,
08/17/2006,264943,,-352,,198,,0.00,,
08/18/2006,264416,,-527,,198,,0.00,,
08/19/2006,264064,,-352,,214,,0.00,,
08/20/2006,264240,,176,,143,,0.00,,
08/21/2006,264416,,--,,76,,0.00,,
08/22/2006,264064,,--,,213,,0.00,,
08/23/2006,263713,,--,,195,,0.00,,
08/24/2006,263361,,--,,215,,0.00,,
08/25/2006,262658,,--,,221,,0.00,,
08/26/2006,262306,,--,,215,,0.00,,
08/27/2006,262306,,--,,206,,0.00,,
08/28/2006,262306,,--,,216,,0.00,,
08/29/2006,261955,,--,,208,,0.00,,
08/30/2006,261427,,-528,,205,,0.00,,
08/31/2006,261076,,-351,,190,,0.00,,
09/01/2006,260724,,--,,204,,0.00,,
09/02/2006,260021,,--,,232,,0.00,,
09/03/2006,260021,,--,,190,,0.00,,
09/04/2006,260197,,--,,190,,0.00,,
09/05/2006,259845,,--,,145,,0.00,,
09/06/2006,259669,,--,,91,,0.00,,
09/07/2006,259494,,-175,,109,,0.00,,
09/08/2006,259142,,-352,,92,,0.00,,
09/09/2006,258966,,-146,,85,,0.00,,
09/10/2006,259494,,498,,18,,0.00,,
09/11/2006,259845,,--,,15,,0.00,,
